N/100,pN,Z/100,pZ,przewidywane_BE/A(MeV)
1.21,0,0.68,1,7.62256
1.21,0,0.69,0,7.67787
1.21,0,0.7,1,7.73124
1.21,0,0.71,0,7.76871
1.21,0,0.72,1,7.80456
1.21,0,0.73,0,7.82707
1.21,0,0.74,1,7.85104
1.21,0,0.75,0,7.86169
1.21,0,0.76,1,7.87693
1.21,0,0.77,0,7.87774
1.21,0,0.78,1,7.88526
1.21,0,0.79,0,7.87756
1.21,0,0.8,1,7.87757
1.21,0,0.81,0,7.86248
1.21,0,0.82,1,7.85528
1.21,0,0.83,0,7.83387
1.21,0,0.84,1,7.8202
1.21,0,0.85,0,7.79352
1.21,0,0.86,1,7.77463
1.21,0,0.87,0,7.74361
1.21,0,0.88,1,7.72111
1.21,0,0.89,0,7.68652
1.21,0,0.9,1,7.66212
1.21,0,0.91,0,7.6245
1.21,0,0.92,1,7.5998
1.21,0,0.93,0,7.55948
1.21,0,0.94,1,7.53583
1.21,0,0.95,0,7.49295
1.21,0,0.96,1,7.47143
1.21,0,0.97,0,7.42598
1.21,0,0.98,1,7.40739
1.21,0,0.99,0,7.35931
1.21,0,1,1,7.34419
1.21,0,1.01,0,7.29337
1.21,0,1.02,1,7.28211
1.21,0,1.03,0,7.22842
1.21,0,1.04,1,7.22124
1.21,0,1.05,0,7.1646
1.21,0,1.06,1,7.1616
1.21,0,1.07,0,7.10194
1.21,0,1.08,1,7.10314
1.21,0,1.09,0,7.04043
1.21,0,1.1,1,7.04576
1.21,0,1.11,0,6.98001
1.21,0,1.12,1,6.98935
1.21,0,1.13,0,6.92062
1.21,0,1.14,1,6.9338
1.21,0,1.15,0,6.86218
1.21,0,1.16,1,6.87898
1.21,0,1.17,0,6.80463
1.21,0,1.18,1,6.82479
1.21,0,1.19,0,6.74791
1.21,0,1.2,1,6.77115
1.21,0,1.21,0,6.69199
1.21,0,1.22,1,6.71799
1.21,0,1.23,0,6.63686
1.21,0,1.24,1,6.66528
1.21,0,1.25,0,6.58254
1.21,0,1.26,1,6.61302
1.21,0,1.27,0,6.52906
1.21,0,1.28,1,6.56124
1.21,0,1.29,0,6.47652
1.21,0,1.3,1,6.51003
1.21,0,1.31,0,6.42502
1.21,0,1.32,1,6.45953
1.21,0,1.33,0,6.37475
1.21,0,1.34,1,6.40995
1.21,0,1.35,0,6.32595
1.21,0,1.36,1,6.36166
1.21,0,1.37,0,6.27905
1.21,0,1.38,1,6.31526
1.21,0,1.39,0,6.23479
1.21,0,1.4,1,6.27188
1.21,0,1.41,0,6.19455
1.21,0,1.42,1,6.23362
1.21,0,1.43,0,6.16103
1.21,0,1.44,1,6.20468
1.21,0,1.45,0,6.13962
1.21,0,1.46,1,6.19351
1.21,0,1.47,0,6.14121
1.21,0,1.48,1,6.21706
1.21,0,1.49,0,6.18708
1.21,0,1.5,1,6.30581
1.22,1,0.01,0,4.78529
1.22,1,0.02,1,4.60799
1.22,1,0.03,0,5.05957
1.22,1,0.04,1,4.93376
1.22,1,0.05,0,5.23529
1.22,1,0.06,1,5.12513
1.22,1,0.07,0,5.36085
1.22,1,0.08,1,5.25438
1.22,1,0.09,0,5.45536
1.22,1,0.1,1,5.35103
1.22,1,0.11,0,5.5296
1.22,1,0.12,1,5.42836
1.22,1,0.13,0,5.59018
1.22,1,0.14,1,5.49302
1.22,1,0.15,0,5.6411
1.22,1,0.16,1,5.54853
1.22,1,0.17,0,5.68478
1.22,1,0.18,1,5.59687
1.22,1,0.19,0,5.72268
1.22,1,0.2,1,5.63914
1.22,1,0.21,0,5.75554
1.22,1,0.22,1,5.6758
1.22,1,0.23,0,5.78346
1.22,1,0.24,1,5.70659
1.22,1,0.25,0,5.8058
1.22,1,0.26,1,5.73038
1.22,1,0.27,0,5.82089
1.22,1,0.28,1,5.74475
1.22,1,0.29,0,5.8257
1.22,1,0.3,1,5.74577
1.22,1,0.31,0,5.81574
1.22,1,0.32,1,5.72866
1.22,1,0.33,0,5.7864
1.22,1,0.34,1,5.69053
1.22,1,0.35,0,5.73661
1.22,1,0.36,1,5.63485
1.22,1,0.37,0,5.67278
1.22,1,0.38,1,5.57247
1.22,1,0.39,0,5.6072
1.22,1,0.4,1,5.51597
1.22,1,0.41,0,5.55132
1.22,1,0.42,1,5.474
1.22,1,0.43,0,5.51174
1.22,1,0.44,1,5.45007
1.22,1,0.45,0,5.49031
1.22,1,0.46,1,5.44391
1.22,1,0.47,0,5.4862
1.22,1,0.48,1,5.45464
1.22,1,0.49,0,5.4992
1.22,1,0.5,1,5.48389
1.22,1,0.51,0,5.53249
1.22,1,0.52,1,5.53804
1.22,1,0.53,0,5.59471
1.22,1,0.54,1,5.63006
1.22,1,0.55,0,5.70158
1.22,1,0.56,1,5.78065
1.22,1,0.57,0,5.87638
1.22,1,0.58,1,6.01571
1.22,1,0.59,0,6.14422
1.22,1,0.6,1,6.35127
1.22,1,0.61,0,6.50904
1.22,1,0.62,1,6.75514
1.22,1,0.63,0,6.91077
1.22,1,0.64,1,7.12636
1.22,1,0.65,0,7.24267
1.22,1,0.66,1,7.39327
1.22,1,0.67,0,7.47115
1.22,1,0.68,1,7.57418
1.22,1,0.69,0,7.6273
1.22,1,0.7,1,7.6986
1.22,1,0.71,0,7.73364
1.22,1,0.72,1,7.78249
1.22,1,0.73,0,7.80353
1.22,1,0.74,1,7.8366
1.22,1,0.75,0,7.84656
1.22,1,0.76,1,7.86759
1.22,1,0.77,0,7.86836
1.22,1,0.78,1,7.87919
1.22,1,0.79,0,7.87211
1.22,1,0.8,1,7.87386
1.22,1,0.81,0,7.86006
1.22,1,0.82,1,7.85388
1.22,1,0.83,0,7.83441
1.22,1,0.84,1,7.82167
1.22,1,0.85,0,7.79745
1.22,1,0.86,1,7.77975
1.22,1,0.87,0,7.75154
1.22,1,0.88,1,7.73057
1.22,1,0.89,0,7.69896
1.22,1,0.9,1,7.67636
1.22,1,0.91,0,7.64175
1.22,1,0.92,1,7.61894
1.22,1,0.93,0,7.58157
1.22,1,0.94,1,7.5597
1.22,1,0.95,0,7.51966
1.22,1,0.96,1,7.49962
1.22,1,0.97,0,7.45691
1.22,1,0.98,1,7.43934
1.22,1,0.99,0,7.39393
1.22,1,1,1,7.37925
1.22,1,1.01,0,7.33108
1.22,1,1.02,1,7.31956
1.22,1,1.03,0,7.26859
1.22,1,1.04,1,7.26036
1.22,1,1.05,0,7.20657
1.22,1,1.06,1,7.20168
1.22,1,1.07,0,7.14509
1.22,1,1.08,1,7.14349
1.22,1,1.09,0,7.08417
1.22,1,1.1,1,7.08576
1.22,1,1.11,0,7.02383
1.22,1,1.12,1,7.02844
1.22,1,1.13,0,6.96407
1.22,1,1.14,1,6.97149
1.22,1,1.15,0,6.90491
1.22,1,1.16,1,6.9149
1.22,1,1.17,0,6.84639
1.22,1,1.18,1,6.85867
1.22,1,1.19,0,6.78856
1.22,1,1.2,1,6.80281
1.22,1,1.21,0,6.73149
1.22,1,1.22,1,6.74739
1.22,1,1.23,0,6.67527
1.22,1,1.24,1,6.69246
1.22,1,1.25,0,6.62001
1.22,1,1.26,1,6.63816
1.22,1,1.27,0,6.56582
1.22,1,1.28,1,6.58459
1.22,1,1.29,0,6.51286
1.22,1,1.3,1,6.53191
1.22,1,1.31,0,6.46125
1.22,1,1.32,1,6.48032
1.22,1,1.33,0,6.41119
1.22,1,1.34,1,6.43004
1.22,1,1.35,0,6.36288
1.22,1,1.36,1,6.38136
1.22,1,1.37,0,6.31664
1.22,1,1.38,1,6.33476
1.22,1,1.39,0,6.27296
1.22,1,1.4,1,6.291
1.22,1,1.41,0,6.23278
1.22,1,1.42,1,6.25151
1.22,1,1.43,0,6.19784
1.22,1,1.44,1,6.21907
1.22,1,1.45,0,6.17171
1.22,1,1.46,1,6.1992
1.22,1,1.47,0,6.16149
1.22,1,1.48,1,6.20306
1.22,1,1.49,0,6.18134
1.22,1,1.5,1,6.25213
1.23,0,0.01,0,4.93897
1.23,0,0.02,1,4.73778
1.23,0,0.03,0,5.23362
1.23,0,0.04,1,5.07531
1.23,0,0.05,0,5.43744
1.23,0,0.06,1,5.29833
1.23,0,0.07,0,5.58852
1.23,0,0.08,1,5.46174
1.23,0,0.09,0,5.70625
1.23,0,0.1,1,5.59056
1.23,0,0.11,0,5.80196
1.23,0,0.12,1,5.69707
1.23,0,0.13,0,5.88235
1.23,0,0.14,1,5.78778
1.23,0,0.15,0,5.95144
1.23,0,0.16,1,5.86638
1.23,0,0.17,0,6.01165
1.23,0,0.18,1,5.93507
1.23,0,0.19,0,6.06442
1.23,0,0.2,1,5.99515
1.23,0,0.21,0,6.11046
1.23,0,0.22,1,6.04716
1.23,0,0.23,0,6.1498
1.23,0,0.24,1,6.09087
1.23,0,0.25,0,6.18169
1.23,0,0.26,1,6.12506
1.23,0,0.27,0,6.20426
1.23,0,0.28,1,6.14716
1.23,0,0.29,0,6.21425
1.23,0,0.3,1,6.1532
1.23,0,0.31,0,6.20716
1.23,0,0.32,1,6.13877
1.23,0,0.33,0,6.17894
1.23,0,0.34,1,6.10233
1.23,0,0.35,0,6.12999
1.23,0,0.36,1,6.04925
1.23,0,0.37,0,6.06834
1.23,0,0.38,1,5.99128
1.23,0,0.39,0,6.0066
1.23,0,0.4,1,5.94024
1.23,0,0.41,0,5.95533
1.23,0,0.42,1,5.90323
1.23,0,0.43,0,5.9196
1.23,0,0.44,1,5.88186
1.23,0,0.45,0,5.89951
1.23,0,0.46,1,5.87435
1.23,0,0.47,0,5.89283
1.23,0,0.48,1,5.8787
1.23,0,0.49,0,5.89813
1.23,0,0.5,1,5.89515
1.23,0,0.51,0,5.91684
1.23,0,0.52,1,5.92769
1.23,0,0.53,0,5.95463
1.23,0,0.54,1,5.98522
1.23,0,0.55,0,6.02259
1.23,0,0.56,1,6.0826
1.23,0,0.57,0,6.13803
1.23,0,0.58,1,6.24011
1.23,0,0.59,0,6.32246
1.23,0,0.6,1,6.4761
1.23,0,0.61,0,6.5895
1.23,0,0.62,1,6.78319
1.23,0,0.63,0,6.9133
1.23,0,0.64,1,7.09749
1.23,0,0.65,0,7.21167
1.23,0,0.66,1,7.34376
1.23,0,0.67,0,7.42992
1.23,0,0.68,1,7.52047
1.23,0,0.69,0,7.58619
1.23,0,0.7,1,7.65131
1.23,0,0.71,0,7.69875
1.23,0,0.72,1,7.74365
1.23,0,0.73,0,7.77429
1.23,0,0.74,1,7.80443
1.23,0,0.75,0,7.8215
1.23,0,0.76,1,7.84135
1.23,0,0.77,0,7.84748
1.23,0,0.78,1,7.85902
1.23,0,0.79,0,7.85586
1.23,0,0.8,1,7.85965
1.23,0,0.81,0,7.84843
1.23,0,0.82,1,7.84476
1.23,0,0.83,0,7.82661
1.23,0,0.84,1,7.81611
1.23,0,0.85,0,7.79212
1.23,0,0.86,1,7.7759
1.23,0,0.87,0,7.74708
1.23,0,0.88,1,7.72664
1.23,0,0.89,0,7.69386
1.23,0,0.9,1,7.6709
1.23,0,0.91,0,7.63484
1.23,0,0.92,1,7.61102
1.23,0,0.93,0,7.57211
1.23,0,0.94,1,7.54889
1.23,0,0.95,0,7.50736
1.23,0,0.96,1,7.48593
1.23,0,0.97,0,7.44185
1.23,0,0.98,1,7.42308
1.23,0,0.99,0,7.37643
1.23,0,1,1,7.36097
1.23,0,1.01,0,7.31165
1.23,0,1.02,1,7.29994
1.23,0,1.03,0,7.24784
1.23,0,1.04,1,7.24015
1.23,0,1.05,0,7.18518
1.23,0,1.06,1,7.18164
1.23,0,1.07,0,7.12371
1.23,0,1.08,1,7.12437
1.23,0,1.09,0,7.06344
1.23,0,1.1,1,7.06826
1.23,0,1.11,0,7.0043
1.23,0,1.12,1,7.0132
1.23,0,1.13,0,6.94622
1.23,0,1.14,1,6.95904
1.23,0,1.15,0,6.88911
1.23,0,1.16,1,6.90567
1.23,0,1.17,0,6.83289
1.23,0,1.18,1,6.85295
1.23,0,1.19,0,6.77747
1.23,0,1.2,1,6.80078
1.23,0,1.21,0,6.7228
1.23,0,1.22,1,6.74907
1.23,0,1.23,0,6.66883
1.23,0,1.24,1,6.69774
1.23,0,1.25,0,6.61555
1.23,0,1.26,1,6.64676
1.23,0,1.27,0,6.56298
1.23,0,1.28,1,6.59613
1.23,0,1.29,0,6.51114
1.23,0,1.3,1,6.54588
1.23,0,1.31,0,6.46012
1.23,0,1.32,1,6.49608
1.23,0,1.33,0,6.41002
1.23,0,1.34,1,6.44687
1.23,0,1.35,0,6.36102
1.23,0,1.36,1,6.39843
1.23,0,1.37,0,6.31333
1.23,0,1.38,1,6.35109
1.23,0,1.39,0,6.26733
1.23,0,1.4,1,6.30538
1.23,0,1.41,0,6.22365
1.23,0,1.42,1,6.26222
1.23,0,1.43,0,6.18343
1.23,0,1.44,1,6.22339
1.23,0,1.45,0,6.14891
1.23,0,1.46,1,6.19235
1.23,0,1.47,0,6.12452
1.23,0,1.48,1,6.17601
1.23,0,1.49,0,6.11919
1.23,0,1.5,1,6.18841
1.24,1,0.01,0,4.81625
1.24,1,0.02,1,4.64953
1.24,1,0.03,0,5.07745
1.24,1,0.04,1,4.95892
1.24,1,0.05,0,5.24777
1.24,1,0.06,1,5.14331
1.24,1,0.07,0,5.37056
1.24,1,0.08,1,5.26946
1.24,1,0.09,0,5.46346
1.24,1,0.1,1,5.36449
1.24,1,0.11,0,5.53672
1.24,1,0.12,1,5.44083
1.24,1,0.13,0,5.59668
1.24,1,0.14,1,5.50481
1.24,1,0.15,0,5.64722
1.24,1,0.16,1,5.55981
1.24,1,0.17,0,5.69069
1.24,1,0.18,1,5.60776
1.24,1,0.19,0,5.72847
1.24,1,0.2,1,5.64971
1.24,1,0.21,0,5.76125
1.24,1,0.22,1,5.68605
1.24,1,0.23,0,5.78907
1.24,1,0.24,1,5.71645
1.24,1,0.25,0,5.81118
1.24,1,0.26,1,5.73964
1.24,1,0.27,0,5.82579
1.24,1,0.28,1,5.75304
1.24,1,0.29,0,5.82964
1.24,1,0.3,1,5.75254
1.24,1,0.31,0,5.81813
1.24,1,0.32,1,5.73336
1.24,1,0.33,0,5.78677
1.24,1,0.34,1,5.69306
1.24,1,0.35,0,5.73514
1.24,1,0.36,1,5.63603
1.24,1,0.37,0,5.67052
1.24,1,0.38,1,5.57364
1.24,1,0.39,0,5.60546
1.24,1,0.4,1,5.51814
1.24,1,0.41,0,5.55083
1.24,1,0.42,1,5.47738
1.24,1,0.43,0,5.5124
1.24,1,0.44,1,5.45392
1.24,1,0.45,0,5.49109
1.24,1,0.46,1,5.44661
1.24,1,0.47,0,5.48518
1.24,1,0.48,1,5.45363
1.24,1,0.49,0,5.49343
1.24,1,0.5,1,5.47526
1.24,1,0.51,0,5.51741
1.24,1,0.52,1,5.51571
1.24,1,0.53,0,5.56317
1.24,1,0.54,1,5.5846
1.24,1,0.55,0,5.64273
1.24,1,0.56,1,5.6985
1.24,1,0.57,0,5.7755
1.24,1,0.58,1,5.88108
1.24,1,0.59,0,5.98677
1.24,1,0.6,1,6.15646
1.24,1,0.61,0,6.29597
1.24,1,0.62,1,6.52414
1.24,1,0.63,0,6.68258
1.24,1,0.64,1,6.9184
1.24,1,0.65,0,7.05609
1.24,1,0.66,1,7.23774
1.24,1,0.67,0,7.334
1.24,1,0.68,1,7.45821
1.24,1,0.69,0,7.52415
1.24,1,0.7,1,7.61076
1.24,1,0.71,0,7.65584
1.24,1,0.72,1,7.7158
1.24,1,0.73,0,7.74468
1.24,1,0.74,1,7.7856
1.24,1,0.75,0,7.8018
1.24,1,0.76,1,7.82883
1.24,1,0.77,0,7.8348
1.24,1,0.78,1,7.85063
1.24,1,0.79,0,7.84798
1.24,1,0.8,1,7.85406
1.24,1,0.81,0,7.84405
1.24,1,0.82,1,7.84158
1.24,1,0.83,0,7.82532
1.24,1,0.84,1,7.81565
1.24,1,0.85,0,7.79415
1.24,1,0.86,1,7.77886
1.24,1,0.87,0,7.75298
1.24,1,0.88,1,7.73378
1.24,1,0.89,0,7.70421
1.24,1,0.9,1,7.68278
1.24,1,0.91,0,7.65001
1.24,1,0.92,1,7.62788
1.24,1,0.93,0,7.59223
1.24,1,0.94,1,7.57067
1.24,1,0.95,0,7.53229
1.24,1,0.96,1,7.51229
1.24,1,0.97,0,7.47122
1.24,1,0.98,1,7.45351
1.24,1,0.99,0,7.40974
1.24,1,1,1,7.39483
1.24,1,1.01,0,7.34831
1.24,1,1.02,1,7.33651
1.24,1,1.03,0,7.28718
1.24,1,1.04,1,7.2787
1.24,1,1.05,0,7.22651
1.24,1,1.06,1,7.22142
1.24,1,1.07,0,7.16637
1.24,1,1.08,1,7.16467
1.24,1,1.09,0,7.10678
1.24,1,1.1,1,7.1084
1.24,1,1.11,0,7.04774
1.24,1,1.12,1,7.05255
1.24,1,1.13,0,6.98926
1.24,1,1.14,1,6.99708
1.24,1,1.15,0,6.93132
1.24,1,1.16,1,6.94193
1.24,1,1.17,0,6.87394
1.24,1,1.18,1,6.88707
1.24,1,1.19,0,6.81714
1.24,1,1.2,1,6.83251
1.24,1,1.21,0,6.76096
1.24,1,1.22,1,6.77826
1.24,1,1.23,0,6.70548
1.24,1,1.24,1,6.72437
1.24,1,1.25,0,6.65077
1.24,1,1.26,1,6.67091
1.24,1,1.27,0,6.59694
1.24,1,1.28,1,6.61798
1.24,1,1.29,0,6.54412
1.24,1,1.3,1,6.56571
1.24,1,1.31,0,6.49242
1.24,1,1.32,1,6.51424
1.24,1,1.33,0,6.44199
1.24,1,1.34,1,6.46375
1.24,1,1.35,0,6.39302
1.24,1,1.36,1,6.41446
1.24,1,1.37,0,6.34568
1.24,1,1.38,1,6.36665
1.24,1,1.39,0,6.30026
1.24,1,1.4,1,6.32071
1.24,1,1.41,0,6.2572
1.24,1,1.42,1,6.27731
1.24,1,1.43,0,6.21725
1.24,1,1.44,1,6.23765
1.24,1,1.45,0,6.18189
1.24,1,1.46,1,6.20401
1.24,1,1.47,0,6.15403
1.24,1,1.48,1,6.18097
1.24,1,1.49,0,6.13954
1.24,1,1.5,1,6.17773
1.25,0,0.01,0,4.967
1.25,0,0.02,1,4.7773
1.25,0,0.03,0,5.25115
1.25,0,0.04,1,5.10111
1.25,0,0.05,0,5.44978
1.25,0,0.06,1,5.31756
1.25,0,0.07,0,5.59788
1.25,0,0.08,1,5.47744
1.25,0,0.09,0,5.71376
1.25,0,0.1,1,5.60404
1.25,0,0.11,0,5.80826
1.25,0,0.12,1,5.70899
1.25,0,0.13,0,5.88783
1.25,0,0.14,1,5.79853
1.25,0,0.15,0,5.95635
1.25,0,0.16,1,5.8762
1.25,0,0.17,0,6.01618
1.25,0,0.18,1,5.94415
1.25,0,0.19,0,6.06867
1.25,0,0.2,1,6.00358
1.25,0,0.21,0,6.11447
1.25,0,0.22,1,6.05498
1.25,0,0.23,0,6.15356
1.25,0,0.24,1,6.09803
1.25,0,0.25,0,6.18504
1.25,0,0.26,1,6.13135
1.25,0,0.27,0,6.20691
1.25,0,0.28,1,6.15221
1.25,0,0.29,0,6.21572
1.25,0,0.3,1,6.15647
1.25,0,0.31,0,6.20686
1.25,0,0.32,1,6.13984
1.25,0,0.33,0,6.17654
1.25,0,0.34,1,6.10135
1.25,0,0.35,0,6.12591
1.25,0,0.36,1,6.04725
1.25,0,0.37,0,6.06381
1.25,0,0.38,1,5.98966
1.25,0,0.39,0,6.00296
1.25,0,0.4,1,5.93998
1.25,0,0.41,0,5.95329
1.25,0,0.42,1,5.90447
1.25,0,0.43,0,5.91905
1.25,0,0.44,1,5.88396
1.25,0,0.45,0,5.89958
1.25,0,0.46,1,5.87603
1.25,0,0.47,0,5.89203
1.25,0,0.48,1,5.87807
1.25,0,0.49,0,5.8943
1.25,0,0.5,1,5.88944
1.25,0,0.51,0,5.90675
1.25,0,0.52,1,5.91265
1.25,0,0.53,0,5.93323
1.25,0,0.54,1,5.95422
1.25,0,0.55,0,5.98212
1.25,0,0.56,1,6.02588
1.25,0,0.57,0,6.06746
1.25,0,0.58,1,6.14524
1.25,0,0.59,0,6.20906
1.25,0,0.6,1,6.33316
1.25,0,0.61,0,6.42711
1.25,0,0.62,1,6.6002
1.25,0,0.63,0,6.72188
1.25,0,0.64,1,6.91526
1.25,0,0.65,0,7.03956
1.25,0,0.66,1,7.19837
1.25,0,0.67,0,7.298
1.25,0,0.68,1,7.4063
1.25,0,0.69,0,7.48226
1.25,0,0.7,1,7.55962
1.25,0,0.71,0,7.61738
1.25,0,0.72,1,7.67283
1.25,0,0.73,0,7.71272
1.25,0,0.74,1,7.75047
1.25,0,0.75,0,7.77485
1.25,0,0.76,1,7.80005
1.25,0,0.77,0,7.81205
1.25,0,0.78,1,7.82792
1.25,0,0.79,0,7.82971
1.25,0,0.8,1,7.83741
1.25,0,0.81,0,7.83042
1.25,0,0.82,1,7.8304
1.25,0,0.83,0,7.81582
1.25,0,0.84,1,7.80862
1.25,0,0.85,0,7.78759
1.25,0,0.86,1,7.7742
1.25,0,0.87,0,7.74781
1.25,0,0.88,1,7.72962
1.25,0,0.89,0,7.69883
1.25,0,0.9,1,7.6775
1.25,0,0.91,0,7.6431
1.25,0,0.92,1,7.62034
1.25,0,0.93,0,7.58289
1.25,0,0.94,1,7.56022
1.25,0,0.95,0,7.52006
1.25,0,0.96,1,7.49879
1.25,0,0.97,0,7.45606
1.25,0,0.98,1,7.43717
1.25,0,0.99,0,7.39192
1.25,0,1,1,7.37613
1.25,0,1.01,0,7.32828
1.25,0,1.02,1,7.3161
1.25,0,1.03,0,7.26558
1.25,0,1.04,1,7.25732
1.25,0,1.05,0,7.20401
1.25,0,1.06,1,7.19986
1.25,0,1.07,0,7.14368
1.25,0,1.08,1,7.14371
1.25,0,1.09,0,7.08459
1.25,0,1.1,1,7.08879
1.25,0,1.11,0,7.02669
1.25,0,1.12,1,7.035
1.25,0,1.13,0,6.96989
1.25,0,1.14,1,6.98219
1.25,0,1.15,0,6.9141
1.25,0,1.16,1,6.93023
1.25,0,1.17,0,6.85922
1.25,0,1.18,1,6.87896
1.25,0,1.19,0,6.80514
1.25,0,1.2,1,6.82828
1.25,0,1.21,0,6.75179
1.25,0,1.22,1,6.77804
1.25,0,1.23,0,6.69908
1.25,0,1.24,1,6.72818
1.25,0,1.25,0,6.64699
1.25,0,1.26,1,6.67861
1.25,0,1.27,0,6.59549
1.25,0,1.28,1,6.62929
1.25,0,1.29,0,6.54458
1.25,0,1.3,1,6.58022
1.25,0,1.31,0,6.49431
1.25,0,1.32,1,6.53143
1.25,0,1.33,0,6.44475
1.25,0,1.34,1,6.48299
1.25,0,1.35,0,6.396
1.25,0,1.36,1,6.43501
1.25,0,1.37,0,6.34822
1.25,0,1.38,1,6.38769
1.25,0,1.39,0,6.30161
1.25,0,1.4,1,6.34129
1.25,0,1.41,0,6.2565
1.25,0,1.42,1,6.29628
1.25,0,1.43,0,6.21342
1.25,0,1.44,1,6.25345
1.25,0,1.45,0,6.17336
1.25,0,1.46,1,6.21427
1.25,0,1.47,0,6.13813
1.25,0,1.48,1,6.1816
1.25,0,1.49,0,6.11139
1.25,0,1.5,1,6.16112
1.26,1,0.01,0,4.84536
1.26,1,0.02,1,4.68892
1.26,1,0.03,0,5.09463
1.26,1,0.04,1,4.98299
1.26,1,0.05,0,5.25995
1.26,1,0.06,1,5.16094
1.26,1,0.07,0,5.38011
1.26,1,0.08,1,5.28418
1.26,1,0.09,0,5.47144
1.26,1,0.1,1,5.37764
1.26,1,0.11,0,5.54374
1.26,1,0.12,1,5.45302
1.26,1,0.13,0,5.60311
1.26,1,0.14,1,5.51633
1.26,1,0.15,0,5.65328
1.26,1,0.16,1,5.57084
1.26,1,0.17,0,5.69653
1.26,1,0.18,1,5.61841
1.26,1,0.19,0,5.73419
1.26,1,0.2,1,5.66003
1.26,1,0.21,0,5.76689
1.26,1,0.22,1,5.69605
1.26,1,0.23,0,5.79459
1.26,1,0.24,1,5.72603
1.26,1,0.25,0,5.81645
1.26,1,0.26,1,5.7486
1.26,1,0.27,0,5.83051
1.26,1,0.28,1,5.76097
1.26,1,0.29,0,5.83335
1.26,1,0.3,1,5.75888
1.26,1,0.31,0,5.82021
1.26,1,0.32,1,5.73759
1.26,1,0.33,0,5.78681
1.26,1,0.34,1,5.69522
1.26,1,0.35,0,5.73345
1.26,1,0.36,1,5.63703
1.26,1,0.37,0,5.66828
1.26,1,0.38,1,5.57488
1.26,1,0.39,0,5.60397
1.26,1,0.4,1,5.52062
1.26,1,0.41,0,5.55084
1.26,1,0.42,1,5.48134
1.26,1,0.43,0,5.51386
1.26,1,0.44,1,5.45874
1.26,1,0.45,0,5.49314
1.26,1,0.46,1,5.45096
1.26,1,0.47,0,5.4863
1.26,1,0.48,1,5.45552
1.26,1,0.49,0,5.49132
1.26,1,0.5,1,5.47172
1.26,1,0.51,0,5.50862
1.26,1,0.52,1,5.50212
1.26,1,0.53,0,5.54222
1.26,1,0.54,1,5.55366
1.26,1,0.55,0,5.60109
1.26,1,0.56,1,5.63915
1.26,1,0.57,0,5.70063
1.26,1,0.58,1,5.77849
1.26,1,0.59,0,5.86332
1.26,1,0.6,1,5.99677
1.26,1,0.61,0,6.11394
1.26,1,0.62,1,6.31104
1.26,1,0.63,0,6.4589
1.26,1,0.64,1,6.69508
1.26,1,0.65,0,6.84586
1.26,1,0.66,1,7.05693
1.26,1,0.67,0,7.17397
1.26,1,0.68,1,7.32394
1.26,1,0.69,0,7.40471
1.26,1,0.7,1,7.50875
1.26,1,0.71,0,7.5652
1.26,1,0.72,1,7.6383
1.26,1,0.73,0,7.67623
1.26,1,0.74,1,7.72658
1.26,1,0.75,0,7.74986
1.26,1,0.76,1,7.78375
1.26,1,0.77,0,7.79546
1.26,1,0.78,1,7.81677
1.26,1,0.79,0,7.81897
1.26,1,0.8,1,7.82971
1.26,1,0.81,0,7.82382
1.26,1,0.82,1,7.82535
1.26,1,0.83,0,7.81258
1.26,1,0.84,1,7.80625
1.26,1,0.85,0,7.7877
1.26,1,0.86,1,7.77506
1.26,1,0.87,0,7.75169
1.26,1,0.88,1,7.73447
1.26,1,0.89,0,7.70706
1.26,1,0.9,1,7.68699
1.26,1,0.91,0,7.65613
1.26,1,0.92,1,7.63483
1.26,1,0.93,0,7.60094
1.26,1,0.94,1,7.57977
1.26,1,0.95,0,7.54308
1.26,1,0.96,1,7.52316
1.26,1,0.97,0,7.48376
1.26,1,0.98,1,7.46591
1.26,1,0.99,0,7.42381
1.26,1,1,1,7.40861
1.26,1,1.01,0,7.36377
1.26,1,1.02,1,7.35163
1.26,1,1.03,0,7.30399
1.26,1,1.04,1,7.29515
1.26,1,1.05,0,7.24465
1.26,1,1.06,1,7.23923
1.26,1,1.07,0,7.18583
1.26,1,1.08,1,7.18387
1.26,1,1.09,0,7.12757
1.26,1,1.1,1,7.12902
1.26,1,1.11,0,7.06987
1.26,1,1.12,1,7.07464
1.26,1,1.13,0,7.0127
1.26,1,1.14,1,7.02064
1.26,1,1.15,0,6.95605
1.26,1,1.16,1,6.96696
1.26,1,1.17,0,6.8999
1.26,1,1.18,1,6.91356
1.26,1,1.19,0,6.84425
1.26,1,1.2,1,6.86039
1.26,1,1.21,0,6.78913
1.26,1,1.22,1,6.80746
1.26,1,1.23,0,6.73456
1.26,1,1.24,1,6.75477
1.26,1,1.25,0,6.68062
1.26,1,1.26,1,6.70236
1.26,1,1.27,0,6.62738
1.26,1,1.28,1,6.65032
1.26,1,1.29,0,6.57495
1.26,1,1.3,1,6.59872
1.26,1,1.31,0,6.52343
1.26,1,1.32,1,6.5477
1.26,1,1.33,0,6.47297
1.26,1,1.34,1,6.4974
1.26,1,1.35,0,6.4237
1.26,1,1.36,1,6.448
1.26,1,1.37,0,6.37577
1.26,1,1.38,1,6.39968
1.26,1,1.39,0,6.32939
